market_id,question,liquidity_tier,category,volume_num,n_points,coverage,price_at_window_start,hours_to_converge_90,hours_to_converge_95,reverted_after_90,reverted_after_95,in_uncertain_band_last6h,in_uncertain_band_last1h,min_price_last6h,max_abs_move_last6h,converged_90
2169995,"MicroStrategy sells any Bitcoin by May 31, 2026?",flagship,Crypto,375813104.55575246,4277,0.9900462962962963,0.8745,55.553333333333335,55.553333333333335,True,False,False,False,0.9885,0.0044999999999999485,True
601697,Fed decreases interest rates by 50+ bps after January 2026 meeting?,flagship,Economy/Business,235065166.637259,4319,0.9997685185185186,0.9995,71.99777777777778,71.99777777777778,False,False,False,False,0.9995,0.0,True
572469,Will Trump nominate Kevin Warsh as the next Fed chair?,flagship,Economy/Business,59907150.95188258,4319,0.9997685185185186,0.937,71.98777777777778,3.303611111111111,False,False,False,False,0.9305,0.031000000000000028,True
669660,Will the Fed decrease interest rates by 50+ bps after the April 2026 meeting?,flagship,Economy/Business,66025383.9220003,4312,0.9981481481481481,0.9995,71.98444444444445,71.98444444444445,False,False,False,False,0.9995,0.0,True
601700,Fed increases interest rates by 25+ bps after January 2026 meeting?,flagship,Economy/Business,216455743.153891,4319,0.9997685185185186,0.9995,71.99722222222222,71.99722222222222,False,False,False,False,0.9995,0.0,True
553813,Fed increases interest rates by 25+ bps after October 2025 meeting?,flagship,Economy/Business,102216689.131463,4120,0.9537037037037037,0.9995,71.99083333333333,71.99083333333333,False,False,False,False,0.9995,0.0,True
570363,Fed increases interest rates by 25+ bps after December 2025 meeting?,flagship,Economy/Business,133173605.453166,4320,1.0,0.9995,71.995,71.995,False,False,False,False,0.9995,0.0,True
669662,Will there be no change in Fed interest rates after the April 2026 meeting?,flagship,Economy/Business,76909226.49304736,4312,0.9981481481481481,0.9985,71.99,71.99,False,False,False,False,0.9975,0.0020000000000000018,True
570360,Fed decreases interest rates by 50+ bps after December 2025 meeting?,flagship,Economy/Business,161574382.129451,4320,1.0,0.9935,71.99527777777777,71.99527777777777,False,False,False,False,0.9945,0.0040000000000000036,True
512325,Fed increases interest rates by 25+ bps after January 2025 meeting?,flagship,Economy/Business,56978076.059909,4320,1.0,0.9985,71.99916666666667,71.99916666666667,False,False,False,False,0.9875,0.007000000000000006,True
669661,Will the Fed decrease interest rates by 25 bps after the April 2026 meeting?,flagship,Economy/Business,65311948.7161929,4312,0.9981481481481481,0.9995,71.98694444444445,71.98694444444445,False,False,False,False,0.9975,0.0010000000000000009,True
542539,No change in Fed interest rates after September 2025 meeting?,flagship,Economy/Business,67368762.49652,4311,0.9979166666666667,0.9735,71.99444444444444,71.99444444444444,False,False,False,False,0.964,0.02750000000000008,True
654415,Will the Fed increase interest rates by 25+ bps after the March 2026 meeting?,flagship,Economy/Business,172972056.63332495,4314,0.9986111111111111,0.9995,71.99333333333334,71.99333333333334,False,False,False,False,0.9975,0.0010000000000000009,True
601698,Fed decreases interest rates by 25 bps after January 2026 meeting?,flagship,Economy/Business,101211542.667667,4319,0.9997685185185186,0.9935,71.99861111111112,71.99861111111112,False,False,False,False,0.9955,0.0020000000000000018,True
570361,Fed decreases interest rates by 25 bps after December 2025 meeting?,flagship,Economy/Business,54634506.683355,4320,1.0,0.925,71.99472222222222,29.325555555555557,False,False,False,False,0.9625,0.03650000000000009,True
504494,Fed increases interest rates by 25+ bps after November 2024 meeting?,flagship,Economy/Business,133955589.249666,4314,0.9986111111111111,0.998,71.99166666666666,71.99166666666666,False,False,False,False,0.9995,0.0,True
1171663,"Russia x Ukraine ceasefire by June 30, 2026?",flagship,Other,60668118.31172506,3767,0.8719907407407408,0.075,13.77138888888889,13.77138888888889,True,True,False,False,0.9965,0.0025000000000000577,True
812010,"Will Eleven die in ""Stranger Things: Season 5""?",flagship,Other,80824835.00196,4320,1.0,0.9975,71.99527777777777,71.99527777777777,False,False,False,False,0.9995,0.0,True
566331,Will Polymarket US go live in 2025?,flagship,Other,65428102.459334,4320,1.0,0.9805,71.99138888888889,68.00805555555556,False,True,False,False,0.997,0.0010000000000000009,True
1162940,US forces enter Iran by March 31?,flagship,Other,73927762.4785615,4292,0.9935185185185185,0.9995,71.98944444444444,71.98944444444444,False,False,False,False,0.9995,0.0,True
1180303,Khamenei out as Supreme Leader of Iran by February 28?,flagship,Other,131114970.827221,4320,1.0,0.9615,71.99638888888889,71.99638888888889,False,False,False,False,0.9985,0.0010000000000000009,True
507276,TikTok banned in the US before May 2025?,flagship,Other,119653357.735965,4320,1.0,0.86,48.3375,48.3375,True,True,False,False,0.9885,0.0035000000000000586,True
508805,Will the Detroit Pistons win the Eastern Conference?,flagship,Other,60253518.153967,4320,1.0,0.997,71.99305555555556,71.99305555555556,False,False,False,False,0.9925,0.0040000000000000036,True
503013,Will Biden finish his term?,flagship,Other,64552171.3431552,4320,1.0,0.992,71.98972222222223,71.98972222222223,False,False,False,False,0.9935,0.0020000000000000018,True
797327,Will Trump release the Epstein files by December 19?,flagship,Other,90915983.771306,4320,1.0,0.9975,71.98583333333333,71.98583333333333,False,False,False,False,0.9985,0.0010000000000000009,True
511754,Will Donald Trump be inaugurated?,flagship,Other,400409526.886835,4320,1.0,0.9925,71.99222222222222,46.12583333333333,False,True,False,False,0.9975,0.0014999999999999458,True
2270330,"US x Iran permanent peace deal by June 15, 2026?",flagship,Other,177370818.43892464,4320,1.0,0.842,58.93694444444444,49.170833333333334,True,True,False,False,0.9955,0.0020000000000000018,True
551963,Xi Jinping out in 2025?,flagship,Other,78655911.742866,4320,1.0,0.9975,71.9925,71.9925,False,False,False,False,0.997,0.0025000000000000577,True
1706788,US x Iran ceasefire by April 7?,flagship,Other,173696184.17746878,4286,0.9921296296296296,0.9925,71.9975,71.9975,False,False,False,False,0.9995,0.0,True
1198423,"US strikes Iran by February 28, 2026?",flagship,Other,89652867.363489,4302,0.9958333333333333,0.115,2.665277777777778,2.3655555555555554,True,True,True,False,0.115,0.355,True
1994007,"Israel x Hezbollah ceasefire by April 18, 2026?",flagship,Other,98599882.2899258,4233,0.9798611111111111,0.9995,71.99555555555555,71.99555555555555,False,False,False,False,0.9985,0.0010000000000000009,True
253641,Will any other Democratic Politician win the 2024 US Presidential Election?,flagship,Politics,116558196.386525,4314,0.9986111111111111,0.9995,71.99722222222222,71.99722222222222,False,False,False,False,0.9995,0.0,True
253697,Will Joe Biden win the 2024 Democratic Presidential Nomination?,flagship,Politics,57519438.44,4320,1.0,0.9995,71.99777777777778,71.99777777777778,False,False,False,False,0.9995,0.0,True
253706,Will Donald Trump win the popular vote in the 2024 Presidential Election?,flagship,Politics,119932620.818624,4320,1.0,0.995,71.99361111111111,71.99361111111111,False,False,False,False,0.9975,0.0010000000000000009,True
516767,Will Pierre Poilievre be the next Canadian Prime Minister?,flagship,Politics,67376035.838465,4320,1.0,0.7845,33.49472222222222,32.12833333333333,False,True,False,False,0.9985,0.000500000000000056,True
253591,Will Donald Trump win the 2024 US Presidential Election?,flagship,Politics,1531479284.504353,4314,0.9986111111111111,0.538,11.660833333333333,10.5775,True,False,False,False,0.9825,0.014000000000000012,True
253593,Will Nikki Haley win the 2024 US Presidential Election?,flagship,Politics,107529158.083605,4314,0.9986111111111111,0.9995,71.98527777777778,71.98527777777778,False,False,False,False,0.9995,0.0,True
502571,Will Trump launch a coin before the election?,flagship,Politics,76899060.598799,4320,1.0,0.845,59.52388888888889,55.30722222222222,True,True,False,False,0.9915,0.0010000000000000009,True
512246,Will Austin Scott be the first elected Speaker of the House for the 119th congress?,flagship,Politics,67258993.77656,4320,1.0,0.993,71.9961111111111,71.9961111111111,False,False,False,False,0.996,0.0020000000000000018,True
507242,Will the Democratic candidate win Pennsylvania by 1.5%-2.0%?,flagship,Politics,109063759.600993,4320,1.0,0.9995,71.98777777777778,71.98777777777778,False,False,False,False,0.999,0.000500000000000056,True
253610,Will Hillary Clinton win the 2024 US Presidential Election?,flagship,Politics,93307167.686999,4314,0.9986111111111111,0.9995,71.99111111111111,71.99111111111111,False,False,False,False,0.9995,0.0,True
534189,Will Lee Jae-myung be elected the next president of South Korea?,flagship,Politics,88035547.447225,4319,0.9997685185185186,0.95,71.99055555555556,26.157222222222224,False,True,False,False,0.996,0.005999999999999894,True
253597,Will Kamala Harris win the 2024 US Presidential Election?,flagship,Politics,1037039118.18879,4314,0.9986111111111111,0.5395,14.414444444444445,13.414444444444445,True,True,False,False,0.9975,0.0020000000000000018,True
253727,Kamala Harris wins the popular vote?,flagship,Politics,163779786.645492,4320,1.0,0.9975,71.98805555555556,71.98805555555556,False,False,False,False,0.9995,0.0,True
253609,Will Michelle Obama win the 2024 US Presidential Election?,flagship,Politics,153382275.618594,4314,0.9986111111111111,0.9995,71.98694444444445,71.98694444444445,False,False,False,False,0.9995,0.0,True
512340,Will Nicolae Ciucă win the 2024 Romanian Presidential election?,flagship,Politics,326507670.562732,4320,1.0,0.9985,71.99666666666667,71.99666666666667,False,False,False,False,0.9995,0.0,True
686122,Lighter market cap (FDV) >$1B one day after launch?,flagship,Science/Tech,55056697.127347,4320,1.0,0.9975,71.99111111111111,71.99111111111111,False,False,False,False,0.9995,0.0,True
558935,Will England win the 2026 FIFA World Cup?,flagship,Sports,110162254.18757918,4320,1.0,0.7845,3.301111111111111,3.285,False,False,False,False,0.667,0.12,True
507892,Will the Sacramento Kings win the 2025 NBA Finals?,flagship,Sports,378011506.511399,4320,1.0,0.9995,71.98722222222223,71.98722222222223,False,False,False,False,0.9995,0.0,True
503329,Will the Patriots win Super Bowl 2025?,flagship,Sports,74275772.258203,4320,1.0,0.9965,71.99194444444444,71.99194444444444,False,False,False,False,0.9985,0.000500000000000056,True
558963,Will Morocco win the 2026 FIFA World Cup?,flagship,Sports,152254451.3257818,4320,1.0,0.9725,71.99666666666667,71.99666666666667,False,False,False,False,0.9605,0.014000000000000012,True
507310,Will Red Star Belgrade win the UEFA Champions League?,flagship,Sports,69281806.2784465,4320,1.0,0.9995,71.99472222222222,71.99472222222222,False,False,False,False,0.9995,0.0,True
558970,Will Cape Verde win the 2026 FIFA World Cup?,flagship,Sports,119207233.3327582,4285,0.9918981481481481,0.9995,71.98305555555555,71.98305555555555,False,False,False,False,0.9945,0.0020000000000000018,True
507286,Will Aston Villa win the UEFA Champions League?,flagship,Sports,133113813.382904,4320,1.0,0.9925,71.98611111111111,71.98611111111111,False,False,False,False,0.9635,0.020000000000000018,True
558949,Will Japan win the 2026 FIFA World Cup?,flagship,Sports,95790683.29305989,4320,1.0,0.9835,71.99333333333334,71.99333333333334,False,False,False,False,0.9765,0.006000000000000005,True
